web-scraper-order,web-scraper-start-url,category,category-href,company,rating
"1593890540-3993","https://thegoodshoppingguide.com/","Ethical Crisps","https://thegoodshoppingguide.com/subject/crisps/","Pringles","25"
"1593890492-3631","https://thegoodshoppingguide.com/","Ethical Soap","https://thegoodshoppingguide.com/subject/soap/","Odylique","92"
"1593890455-3296","https://thegoodshoppingguide.com/","Ethical Washing Machines","https://thegoodshoppingguide.com/subject/washing-machines/","Miele","86"
"1593890444-3201","https://thegoodshoppingguide.com/","Ethical Mortgages","https://thegoodshoppingguide.com/subject/ethical-mortgages/","Virgin Money","72"
"1593890477-3485","https://thegoodshoppingguide.com/","Ethical Dishwashers","https://thegoodshoppingguide.com/subject/dishwashers/","Zanussi","95"
"1593890549-4052","https://thegoodshoppingguide.com/","Ethical Chocolate","https://thegoodshoppingguide.com/subject/chocolate/","Bounty","42"
"1593890544-4009","https://thegoodshoppingguide.com/","Ethical Coffee Shops","https://thegoodshoppingguide.com/subject/coffee-shops/","Esquires","65"
"1593890564-4180","https://thegoodshoppingguide.com/","Ethical Beer, Lager and Cider","https://thegoodshoppingguide.com/subject/beer-lager-and-cider/","Old Speckled Hen","62"
"1593890448-3220","https://thegoodshoppingguide.com/","Ethical Insurance","https://thegoodshoppingguide.com/subject/ethical-insurance/","AVIVA","72"
"1593890490-3616","https://thegoodshoppingguide.com/","Ethical Sun Protection","https://thegoodshoppingguide.com/subject/sun-protection/","Malibu","65"
"1593890532-3935","https://thegoodshoppingguide.com/","Ethical Margarine","https://thegoodshoppingguide.com/subject/margarine/","Castle Dairies","62"
"1593890448-3245","https://thegoodshoppingguide.com/","Ethical Insurance","https://thegoodshoppingguide.com/subject/ethical-insurance/","Allianz","44"
"1593890514-3836","https://thegoodshoppingguide.com/","Ethical Vegan & Vegetarian Foods","https://thegoodshoppingguide.com/subject/vegetarian-foods/","Cauldron Foods","71"
"1593890540-3981","https://thegoodshoppingguide.com/","Ethical Crisps","https://thegoodshoppingguide.com/subject/crisps/","Jonathan Crisp","79"
"1593890495-3669","https://thegoodshoppingguide.com/","Ethical Skincare","https://thegoodshoppingguide.com/subject/skincare/","L'Occitane","73"
"1593890501-3737","https://thegoodshoppingguide.com/","Ethical Pain Remedies","https://thegoodshoppingguide.com/subject/pain-remedies/","Aspirin","35"
"1593890527-3918","https://thegoodshoppingguide.com/","Ethical Soft Drinks","https://thegoodshoppingguide.com/subject/soft-drinks/","PJ Smoothie","57"
"1593890453-3284","https://thegoodshoppingguide.com/","Ethical Washing Up Liquid","https://thegoodshoppingguide.com/subject/washing-up-liquid/","Surcare","64"
"1593890566-4197","https://thegoodshoppingguide.com/","Ethical Bananas","https://thegoodshoppingguide.com/subject/bananas/","Bonita","67"
"1593890519-3861","https://thegoodshoppingguide.com/","Ethical Tea","https://thegoodshoppingguide.com/subject/tea/","Typhoo","83"
"1593890510-3809","https://thegoodshoppingguide.com/","Ethical Cold Remedies","https://thegoodshoppingguide.com/subject/ethical-cold-remedies/","Nurofen Cold & Flu","46"
"1593890551-4094","https://thegoodshoppingguide.com/","Ethical Cat & Dog Food","https://thegoodshoppingguide.com/subject/cat-dog-food/","Wagg","63"
"1593890546-4024","https://thegoodshoppingguide.com/","Ethical Coffee","https://thegoodshoppingguide.com/subject/coffee/","The Co-operative","83"
"1593890512-3826","https://thegoodshoppingguide.com/","Ethical Yoghurt","https://thegoodshoppingguide.com/subject/yoghurt/","Ski","46"
"1593890562-4165","https://thegoodshoppingguide.com/","Ethical Biscuits","https://thegoodshoppingguide.com/subject/biscuits/","Hill","62"
"1593890481-3540","https://thegoodshoppingguide.com/","Ethical Cleaners","https://thegoodshoppingguide.com/subject/ethical-cleaners/","Xtra","91"
"1593890521-3882","https://thegoodshoppingguide.com/","Ethical Supermarkets","https://thegoodshoppingguide.com/subject/supermarkets/","Asda","54"
"1593890444-3202","https://thegoodshoppingguide.com/","Ethical Mortgages","https://thegoodshoppingguide.com/subject/ethical-mortgages/","TSB Bank","66"
"1593890516-3842","https://thegoodshoppingguide.com/","Ethical Tinned Tuna","https://thegoodshoppingguide.com/subject/tinned-tuna/","Fish4ever","95"
"1593890525-3904","https://thegoodshoppingguide.com/","Ethical Soup","https://thegoodshoppingguide.com/subject/soup/","Campbells","46"
"1593890477-3484","https://thegoodshoppingguide.com/","Ethical Dishwashers","https://thegoodshoppingguide.com/subject/dishwashers/","Electrolux","95"
"1593890464-3368","https://thegoodshoppingguide.com/","Ethical Laundry Detergents","https://thegoodshoppingguide.com/subject/laundry-detergents/","Bio D","95"
"1593890492-3626","https://thegoodshoppingguide.com/","Ethical Soap","https://thegoodshoppingguide.com/subject/soap/","Living Naturally","100"
"1593890519-3858","https://thegoodshoppingguide.com/","Ethical Tea","https://thegoodshoppingguide.com/subject/tea/","Clipper","87"
"1593890570-4229","https://thegoodshoppingguide.com/","Ethical Shoes & Trainers","https://thegoodshoppingguide.com/subject/shoes-trainers/","Puma","65"
"1593890461-3361","https://thegoodshoppingguide.com/","Ethical Paint","https://thegoodshoppingguide.com/subject/paint/","Craig & Rose","67"
"1593890466-3397","https://thegoodshoppingguide.com/","Ethical Kitchen Appliances","https://thegoodshoppingguide.com/subject/kitchen-appliances/","Breville","77"
"1593890448-3235","https://thegoodshoppingguide.com/","Ethical Insurance","https://thegoodshoppingguide.com/subject/ethical-insurance/","AA","61"
"1593890508-3798","https://thegoodshoppingguide.com/","Ethical Feminine Care","https://thegoodshoppingguide.com/subject/ethical-feminine-care/","Always","42"
"1593890538-3980","https://thegoodshoppingguide.com/","Ethical Dog Food","https://thegoodshoppingguide.com/subject/ethical-dog-food/","Pedigree","32"
"1593890453-3280","https://thegoodshoppingguide.com/","Ethical Washing Up Liquid","https://thegoodshoppingguide.com/subject/washing-up-liquid/","Ecozone","95"
"1593890529-3925","https://thegoodshoppingguide.com/","Ethical Pasta, Pulses and Rice","https://thegoodshoppingguide.com/subject/pasta-pulse-and-rices/","Infinity Foods","87"
"1593890495-3677","https://thegoodshoppingguide.com/","Ethical Skincare","https://thegoodshoppingguide.com/subject/skincare/","No 7","50"
"1593890448-3223","https://thegoodshoppingguide.com/","Ethical Insurance","https://thegoodshoppingguide.com/subject/ethical-insurance/","Ansvar","72"
"1593890444-3200","https://thegoodshoppingguide.com/","Ethical Mortgages","https://thegoodshoppingguide.com/subject/ethical-mortgages/","Newcastle Building Society","72"
"1593890440-3174","https://thegoodshoppingguide.com/","Ethical Mobile Networks","https://thegoodshoppingguide.com/subject/mobile-networks/","Sky Mobile","75"
"1593890557-4131","https://thegoodshoppingguide.com/","Ethical Bread","https://thegoodshoppingguide.com/subject/bread/","Granary","71"
"1593890573-4248","https://thegoodshoppingguide.com/","Ethical Fashion Retailers","https://thegoodshoppingguide.com/subject/ethical-fashion-retailers/","School Uniform Shop","79"
"1593890495-3662","https://thegoodshoppingguide.com/","Ethical Skincare","https://thegoodshoppingguide.com/subject/skincare/","Tropic Skincare","92"
"1593890519-3854","https://thegoodshoppingguide.com/","Ethical Tea","https://thegoodshoppingguide.com/subject/tea/","Cafédirect Tea","96"
"1593890448-3219","https://thegoodshoppingguide.com/","Ethical Insurance","https://thegoodshoppingguide.com/subject/ethical-insurance/","LV= (Liverpool Victoria)","77"
"1593890573-4264","https://thegoodshoppingguide.com/","Ethical Fashion Retailers","https://thegoodshoppingguide.com/subject/ethical-fashion-retailers/","Mango","57"
"1593890461-3365","https://thegoodshoppingguide.com/","Ethical Paint","https://thegoodshoppingguide.com/subject/paint/","Johnstone's","33"
"1593890573-4250","https://thegoodshoppingguide.com/","Ethical Fashion Retailers","https://thegoodshoppingguide.com/subject/ethical-fashion-retailers/","Seasalt","78"
"1593890570-4226","https://thegoodshoppingguide.com/","Ethical Shoes & Trainers","https://thegoodshoppingguide.com/subject/shoes-trainers/","Clarks","65"
"1593890551-4090","https://thegoodshoppingguide.com/","Ethical Cat & Dog Food","https://thegoodshoppingguide.com/subject/cat-dog-food/","Applaws","77"
"1593890501-3742","https://thegoodshoppingguide.com/","Ethical Pain Remedies","https://thegoodshoppingguide.com/subject/pain-remedies/","Panadol","27"
"1593890477-3487","https://thegoodshoppingguide.com/","Ethical Dishwashers","https://thegoodshoppingguide.com/subject/dishwashers/","Candy","91"
"1593890464-3370","https://thegoodshoppingguide.com/","Ethical Laundry Detergents","https://thegoodshoppingguide.com/subject/laundry-detergents/","Ecozone","95"
"1593890538-3973","https://thegoodshoppingguide.com/","Ethical Dog Food","https://thegoodshoppingguide.com/subject/ethical-dog-food/","Goood (UK)","91"
"1593890551-4088","https://thegoodshoppingguide.com/","Ethical Cat & Dog Food","https://thegoodshoppingguide.com/subject/cat-dog-food/","Thrive","82"
"1593890448-3225","https://thegoodshoppingguide.com/","Ethical Insurance","https://thegoodshoppingguide.com/subject/ethical-insurance/","Express Insurance Services","72"
"1593890564-4175","https://thegoodshoppingguide.com/","Ethical Beer, Lager and Cider","https://thegoodshoppingguide.com/subject/beer-lager-and-cider/","Marston's","67"
"1593890451-3258","https://thegoodshoppingguide.com/","Ethical Banks & Building Societies‍‍‍","https://thegoodshoppingguide.com/subject/ethical-banks-building-societies%e2%80%8d%e2%80%8d%e2%80%8d/","Newcastle Building Society","72"
"1593890468-3409","https://thegoodshoppingguide.com/","Ethical Kettles","https://thegoodshoppingguide.com/subject/kettles/","Swan","86"
"1593890435-3142","https://thegoodshoppingguide.com/","Ethical PC's, Laptops and Tablets","https://thegoodshoppingguide.com/subject/pcs-laptops-and-tablets/","Archos","71"
"1593890544-4004","https://thegoodshoppingguide.com/","Ethical Coffee Shops","https://thegoodshoppingguide.com/subject/coffee-shops/","Greggs","77"
"1593890455-3311","https://thegoodshoppingguide.com/","Ethical Washing Machines","https://thegoodshoppingguide.com/subject/washing-machines/","GE","59"
"1593890472-3444","https://thegoodshoppingguide.com/","Ethical Fridges & Freezers","https://thegoodshoppingguide.com/subject/fridges-freezers/","Zanussi","95"
"1593890457-3320","https://thegoodshoppingguide.com/","Ethical Vaccum Cleaners","https://thegoodshoppingguide.com/subject/vaccum-cleaners/","Vax","77"
"1593890481-3549","https://thegoodshoppingguide.com/","Ethical Cleaners","https://thegoodshoppingguide.com/subject/ethical-cleaners/","Ecover","36"
"1593890455-3299","https://thegoodshoppingguide.com/","Ethical Washing Machines","https://thegoodshoppingguide.com/subject/washing-machines/","De Dietrich","82"
"1593890448-3231","https://thegoodshoppingguide.com/","Ethical Insurance","https://thegoodshoppingguide.com/subject/ethical-insurance/","Diamond","66"
"1593890468-3414","https://thegoodshoppingguide.com/","Ethical Kettles","https://thegoodshoppingguide.com/subject/kettles/","Haden","77"
"1593890546-4022","https://thegoodshoppingguide.com/","Ethical Coffee","https://thegoodshoppingguide.com/subject/coffee/","Percol","87"
"1593890536-3958","https://thegoodshoppingguide.com/","Ethical Ice Cream","https://thegoodshoppingguide.com/subject/ice-cream/","Rocombe Farm","79"
"1593890481-3551","https://thegoodshoppingguide.com/","Ethical Cleaners","https://thegoodshoppingguide.com/subject/ethical-cleaners/","Method","36"
"1593890470-3432","https://thegoodshoppingguide.com/","Ethical Furniture‍‍‍","https://thegoodshoppingguide.com/subject/ethical-furniture%e2%80%8d%e2%80%8d%e2%80%8d/","WorldStores","77"
"1593890440-3173","https://thegoodshoppingguide.com/","Ethical Mobile Networks","https://thegoodshoppingguide.com/subject/mobile-networks/","Virgin","85"
"1593890495-3678","https://thegoodshoppingguide.com/","Ethical Skincare","https://thegoodshoppingguide.com/subject/skincare/","Avon","46"
"1593890440-3176","https://thegoodshoppingguide.com/","Ethical Mobile Networks","https://thegoodshoppingguide.com/subject/mobile-networks/","BT Mobile","50"
"1593890486-3581","https://thegoodshoppingguide.com/","Ethical Vitamins","https://thegoodshoppingguide.com/subject/ethical-vitamins/","Solgar","54"
"1593890566-4203","https://thegoodshoppingguide.com/","Ethical Bananas","https://thegoodshoppingguide.com/subject/bananas/","Tesco","50"
"1593890444-3206","https://thegoodshoppingguide.com/","Ethical Mortgages","https://thegoodshoppingguide.com/subject/ethical-mortgages/","Yorkshire Bank","50"
"1593890472-3463","https://thegoodshoppingguide.com/","Ethical Fridges & Freezers","https://thegoodshoppingguide.com/subject/fridges-freezers/","Maytag","68"
"1593890497-3715","https://thegoodshoppingguide.com/","Ethical Shampoo & Conditioner","https://thegoodshoppingguide.com/subject/shampoo-conditioner/","Vosene","46"
"1593890497-3711","https://thegoodshoppingguide.com/","Ethical Shampoo & Conditioner","https://thegoodshoppingguide.com/subject/shampoo-conditioner/","John Frieda","58"
"1593890505-3766","https://thegoodshoppingguide.com/","Ethical Make Up","https://thegoodshoppingguide.com/subject/make-up/","BareMinerals","50"
"1593890542-3996","https://thegoodshoppingguide.com/","Ethical Cooking Oil","https://thegoodshoppingguide.com/subject/cooking-oil/","Filippo Berio","71"
"1593890538-3974","https://thegoodshoppingguide.com/","Ethical Dog Food","https://thegoodshoppingguide.com/subject/ethical-dog-food/","Naturaw","91"
"1593890570-4221","https://thegoodshoppingguide.com/","Ethical Shoes & Trainers","https://thegoodshoppingguide.com/subject/shoes-trainers/","Birkenstock","69"
"1593890542-4001","https://thegoodshoppingguide.com/","Ethical Cooking Oil","https://thegoodshoppingguide.com/subject/cooking-oil/","Mazola","29"
"1593890442-3187","https://thegoodshoppingguide.com/","Ethical All-In-Ones","https://thegoodshoppingguide.com/subject/all-in-ones/","Panasonic","55"
"1593890508-3789","https://thegoodshoppingguide.com/","Ethical Feminine Care","https://thegoodshoppingguide.com/subject/ethical-feminine-care/","YES","96"
"1593890557-4130","https://thegoodshoppingguide.com/","Ethical Bread","https://thegoodshoppingguide.com/subject/bread/","Whole Earth","75"
"1593890553-4113","https://thegoodshoppingguide.com/","Ethical Butter","https://thegoodshoppingguide.com/subject/butter/","Country Life","58"
"1593890479-3527","https://thegoodshoppingguide.com/","Ethical Cookers","https://thegoodshoppingguide.com/subject/cookers/","Beko","68"
"1593890451-3273","https://thegoodshoppingguide.com/","Ethical Banks & Building Societies‍‍‍","https://thegoodshoppingguide.com/subject/ethical-banks-building-societies%e2%80%8d%e2%80%8d%e2%80%8d/","Barclays","22"
"1593890453-3287","https://thegoodshoppingguide.com/","Ethical Washing Up Liquid","https://thegoodshoppingguide.com/subject/washing-up-liquid/","Fairy","36"
"1593890508-3797","https://thegoodshoppingguide.com/","Ethical Feminine Care","https://thegoodshoppingguide.com/subject/ethical-feminine-care/","Kotex","46"
"1593890483-3565","https://thegoodshoppingguide.com/","Ethical Boilers","https://thegoodshoppingguide.com/subject/boilers/","British Gas","68"
"1593890438-3168","https://thegoodshoppingguide.com/","Ethical Mobile Phones","https://thegoodshoppingguide.com/subject/mobile-phones/","Sony","46"
"1593890481-3550","https://thegoodshoppingguide.com/","Ethical Cleaners","https://thegoodshoppingguide.com/subject/ethical-cleaners/","Flash / Mr Clean","36"
"1593890505-3769","https://thegoodshoppingguide.com/","Ethical Make Up","https://thegoodshoppingguide.com/subject/make-up/","Dior","46"
"1593890459-3327","https://thegoodshoppingguide.com/","Ethical Televisions","https://thegoodshoppingguide.com/subject/televisions/","Beko","91"
"1593890570-4219","https://thegoodshoppingguide.com/","Ethical Shoes & Trainers","https://thegoodshoppingguide.com/subject/shoes-trainers/","New Balance","73"
"1593890490-3620","https://thegoodshoppingguide.com/","Ethical Sun Protection","https://thegoodshoppingguide.com/subject/sun-protection/","Jason","58"
"1593890457-3324","https://thegoodshoppingguide.com/","Ethical Vaccum Cleaners","https://thegoodshoppingguide.com/subject/vaccum-cleaners/","Dyson","68"
"1593890486-3585","https://thegoodshoppingguide.com/","Ethical Vitamins","https://thegoodshoppingguide.com/subject/ethical-vitamins/","Berocca","29"
"1593890495-3661","https://thegoodshoppingguide.com/","Ethical Skincare","https://thegoodshoppingguide.com/subject/skincare/","PHB Ethical Beauty","92"
"1593890559-4147","https://thegoodshoppingguide.com/","Ethical Bottled Water","https://thegoodshoppingguide.com/subject/bottled-water/","Brecon Carreg","90"
"1593890466-3398","https://thegoodshoppingguide.com/","Ethical Kitchen Appliances","https://thegoodshoppingguide.com/subject/kitchen-appliances/","Dualit","77"
"1593890490-3625","https://thegoodshoppingguide.com/","Ethical Sun Protection","https://thegoodshoppingguide.com/subject/sun-protection/","Piz Buin","35"
"1593890546-4019","https://thegoodshoppingguide.com/","Ethical Coffee","https://thegoodshoppingguide.com/subject/coffee/","Equal Exchange","92"
"1593890492-3633","https://thegoodshoppingguide.com/","Ethical Soap","https://thegoodshoppingguide.com/subject/soap/","incognito","92"
"1593890549-4051","https://thegoodshoppingguide.com/","Ethical Chocolate","https://thegoodshoppingguide.com/subject/chocolate/","Smarties","50"
"1593890523-3896","https://thegoodshoppingguide.com/","Ethical Sugar","https://thegoodshoppingguide.com/subject/sugar/","Tesco","40"
"1593890464-3386","https://thegoodshoppingguide.com/","Ethical Laundry Detergents","https://thegoodshoppingguide.com/subject/laundry-detergents/","Tide","36"
"1593890510-3813","https://thegoodshoppingguide.com/","Ethical Cold Remedies","https://thegoodshoppingguide.com/subject/ethical-cold-remedies/","Beecham's","27"
"1593890573-4246","https://thegoodshoppingguide.com/","Ethical Fashion Retailers","https://thegoodshoppingguide.com/subject/ethical-fashion-retailers/","Fat Face","82"
"1593890486-3586","https://thegoodshoppingguide.com/","Ethical Vitamins","https://thegoodshoppingguide.com/subject/ethical-vitamins/","Centrum","29"
"1593890488-3603","https://thegoodshoppingguide.com/","Ethical Toothpaste","https://thegoodshoppingguide.com/subject/ethical-toothpaste/","Oral B","31"
"1593890546-4028","https://thegoodshoppingguide.com/","Ethical Coffee","https://thegoodshoppingguide.com/subject/coffee/","Waitrose","67"
"1593890510-3812","https://thegoodshoppingguide.com/","Ethical Cold Remedies","https://thegoodshoppingguide.com/subject/ethical-cold-remedies/","Vicks Vapour Rub","31"
"1593890534-3946","https://thegoodshoppingguide.com/","Ethical Jam and Spreads","https://thegoodshoppingguide.com/subject/jam-and-spreads/","Whole Earth","75"
"1593890497-3708","https://thegoodshoppingguide.com/","Ethical Shampoo & Conditioner","https://thegoodshoppingguide.com/subject/shampoo-conditioner/","Original Source","62"
"1593890544-4012","https://thegoodshoppingguide.com/","Ethical Coffee Shops","https://thegoodshoppingguide.com/subject/coffee-shops/","Love Coffee","58"
"1593890570-4237","https://thegoodshoppingguide.com/","Ethical Shoes & Trainers","https://thegoodshoppingguide.com/subject/shoes-trainers/","Saucony","61"
"1593890479-3518","https://thegoodshoppingguide.com/","Ethical Cookers","https://thegoodshoppingguide.com/subject/cookers/","Prima","86"
"1593890536-3961","https://thegoodshoppingguide.com/","Ethical Ice Cream","https://thegoodshoppingguide.com/subject/ice-cream/","Ben & Jerry's","63"
"1593890512-3819","https://thegoodshoppingguide.com/","Ethical Yoghurt","https://thegoodshoppingguide.com/subject/yoghurt/","Total","67"
"1593890519-3862","https://thegoodshoppingguide.com/","Ethical Tea","https://thegoodshoppingguide.com/subject/tea/","Marks & Spencer","79"
"1593890549-4046","https://thegoodshoppingguide.com/","Ethical Chocolate","https://thegoodshoppingguide.com/subject/chocolate/","Thornton's","65"
"1593890470-3428","https://thegoodshoppingguide.com/","Ethical Furniture‍‍‍","https://thegoodshoppingguide.com/subject/ethical-furniture%e2%80%8d%e2%80%8d%e2%80%8d/","The White Company","82"
"1593890575-4286","https://thegoodshoppingguide.com/","Ethical Electricity Suppliers","https://thegoodshoppingguide.com/subject/electricity-suppliers/","Sparkling* by Green Energy","90"
"1593890562-4164","https://thegoodshoppingguide.com/","Ethical Biscuits","https://thegoodshoppingguide.com/subject/biscuits/","Bahlsen","62"
"1593890505-3778","https://thegoodshoppingguide.com/","Ethical Make Up","https://thegoodshoppingguide.com/subject/make-up/","Max Factor","42"
"1593890479-3533","https://thegoodshoppingguide.com/","Ethical Cookers","https://thegoodshoppingguide.com/subject/cookers/","LG","55"
"1593890448-3240","https://thegoodshoppingguide.com/","Ethical Insurance","https://thegoodshoppingguide.com/subject/ethical-insurance/","Zurich","61"
"1593890495-3666","https://thegoodshoppingguide.com/","Ethical Skincare","https://thegoodshoppingguide.com/subject/skincare/","Bloomtown","84"
"1593890573-4245","https://thegoodshoppingguide.com/","Ethical Fashion Retailers","https://thegoodshoppingguide.com/subject/ethical-fashion-retailers/","Vayyu","86"
"1593890544-4003","https://thegoodshoppingguide.com/","Ethical Coffee Shops","https://thegoodshoppingguide.com/subject/coffee-shops/","Soho Coffee","85"
"1593890431-3117","https://thegoodshoppingguide.com/","Ethical TV and Broadband","https://thegoodshoppingguide.com/subject/tv-and-broadband/","SSE","75"
"1593890573-4263","https://thegoodshoppingguide.com/","Ethical Fashion Retailers","https://thegoodshoppingguide.com/subject/ethical-fashion-retailers/","Joules","60"
"1593890495-3654","https://thegoodshoppingguide.com/","Ethical Skincare","https://thegoodshoppingguide.com/subject/skincare/","Neal's Yard","100"
"1593890495-3660","https://thegoodshoppingguide.com/","Ethical Skincare","https://thegoodshoppingguide.com/subject/skincare/","Odylique","92"
"1593890536-3966","https://thegoodshoppingguide.com/","Ethical Ice Cream","https://thegoodshoppingguide.com/subject/ice-cream/","Wall's","63"
"1593890538-3978","https://thegoodshoppingguide.com/","Ethical Dog Food","https://thegoodshoppingguide.com/subject/ethical-dog-food/","Eukanuba","54"
"1593890519-3856","https://thegoodshoppingguide.com/","Ethical Tea","https://thegoodshoppingguide.com/subject/tea/","Equal Exchange","92"
"1593890495-3650","https://thegoodshoppingguide.com/","Ethical Skincare","https://thegoodshoppingguide.com/subject/skincare/","Fushi Wellbeing","100"
"1593890490-3612","https://thegoodshoppingguide.com/","Ethical Sun Protection","https://thegoodshoppingguide.com/subject/sun-protection/","Riemann P20","73"
"1593890570-4242","https://thegoodshoppingguide.com/","Ethical Shoes & Trainers","https://thegoodshoppingguide.com/subject/shoes-trainers/","Nike","42"
"1593890438-3161","https://thegoodshoppingguide.com/","Ethical Mobile Phones","https://thegoodshoppingguide.com/subject/mobile-phones/","Huawei","63"
"1593890490-3605","https://thegoodshoppingguide.com/","Ethical Sun Protection","https://thegoodshoppingguide.com/subject/sun-protection/","Green People","100"
"1593890551-4076","https://thegoodshoppingguide.com/","Ethical Cat & Dog Food","https://thegoodshoppingguide.com/subject/cat-dog-food/","Goood (UK)","91"
"1593890551-4082","https://thegoodshoppingguide.com/","Ethical Cat & Dog Food","https://thegoodshoppingguide.com/subject/cat-dog-food/","Feelwell's","82"
"1593890549-4053","https://thegoodshoppingguide.com/","Ethical Chocolate","https://thegoodshoppingguide.com/subject/chocolate/","Cadbury's","42"
"1593890495-3672","https://thegoodshoppingguide.com/","Ethical Skincare","https://thegoodshoppingguide.com/subject/skincare/","Clarins","54"
"1593890527-3909","https://thegoodshoppingguide.com/","Ethical Soft Drinks","https://thegoodshoppingguide.com/subject/soft-drinks/","Purdey's","75"
"1593890451-3262","https://thegoodshoppingguide.com/","Ethical Banks & Building Societies‍‍‍","https://thegoodshoppingguide.com/subject/ethical-banks-building-societies%e2%80%8d%e2%80%8d%e2%80%8d/","Atom Bank","61"
"1593890519-3865","https://thegoodshoppingguide.com/","Ethical Tea","https://thegoodshoppingguide.com/subject/tea/","Waitrose","67"
"1593890575-4284","https://thegoodshoppingguide.com/","Ethical Electricity Suppliers","https://thegoodshoppingguide.com/subject/electricity-suppliers/","Greener Energy* by Ovo Energy","95"
"1593890514-3830","https://thegoodshoppingguide.com/","Ethical Vegan & Vegetarian Foods","https://thegoodshoppingguide.com/subject/vegetarian-foods/","Beyond Meat","79"
"1593890475-3474","https://thegoodshoppingguide.com/","Ethical Flower Delivery Companies","https://thegoodshoppingguide.com/subject/ethical-flower-delivery-companies/","Bloom & Wild","75"
"1593890527-3910","https://thegoodshoppingguide.com/","Ethical Soft Drinks","https://thegoodshoppingguide.com/subject/soft-drinks/","Robinsons","75"
"1593890442-3185","https://thegoodshoppingguide.com/","Ethical All-In-Ones","https://thegoodshoppingguide.com/subject/all-in-ones/","Sagemcom","59"
"1593890570-4220","https://thegoodshoppingguide.com/","Ethical Shoes & Trainers","https://thegoodshoppingguide.com/subject/shoes-trainers/","Office","73"
"1593890433-3129","https://thegoodshoppingguide.com/","Ethical Printers","https://thegoodshoppingguide.com/subject/printers/","Xerox","59"
"1593890519-3863","https://thegoodshoppingguide.com/","Ethical Tea","https://thegoodshoppingguide.com/subject/tea/","Sainsbury's","75"
"1593890564-4172","https://thegoodshoppingguide.com/","Ethical Beer, Lager and Cider","https://thegoodshoppingguide.com/subject/beer-lager-and-cider/","ESB","71"
"1593890466-3396","https://thegoodshoppingguide.com/","Ethical Kitchen Appliances","https://thegoodshoppingguide.com/subject/kitchen-appliances/","Morphy Richards","82"
"1593890451-3255","https://thegoodshoppingguide.com/","Ethical Banks & Building Societies‍‍‍","https://thegoodshoppingguide.com/subject/ethical-banks-building-societies%e2%80%8d%e2%80%8d%e2%80%8d/","AIB","72"
"1593890481-3538","https://thegoodshoppingguide.com/","Ethical Cleaners","https://thegoodshoppingguide.com/subject/ethical-cleaners/","Faith in Nature","95"
"1593890466-3392","https://thegoodshoppingguide.com/","Ethical Kitchen Appliances","https://thegoodshoppingguide.com/subject/kitchen-appliances/","Braun","91"
"1593890573-4271","https://thegoodshoppingguide.com/","Ethical Fashion Retailers","https://thegoodshoppingguide.com/subject/ethical-fashion-retailers/","Evans","50"
"1593890435-3152","https://thegoodshoppingguide.com/","Ethical PC's, Laptops and Tablets","https://thegoodshoppingguide.com/subject/pcs-laptops-and-tablets/","Kindle Fire","50"
"1593890495-3652","https://thegoodshoppingguide.com/","Ethical Skincare","https://thegoodshoppingguide.com/subject/skincare/","Herbfarmacy","100"
"1593890486-3578","https://thegoodshoppingguide.com/","Ethical Vitamins","https://thegoodshoppingguide.com/subject/ethical-vitamins/","Kira","71"
"1593890534-3952","https://thegoodshoppingguide.com/","Ethical Jam and Spreads","https://thegoodshoppingguide.com/subject/jam-and-spreads/","Bonne Maman","62"
"1593890457-3314","https://thegoodshoppingguide.com/","Ethical Vaccum Cleaners","https://thegoodshoppingguide.com/subject/vaccum-cleaners/","Miele","91"
"1593890455-3307","https://thegoodshoppingguide.com/","Ethical Washing Machines","https://thegoodshoppingguide.com/subject/washing-machines/","Hotpoint","68"
"1593890521-3883","https://thegoodshoppingguide.com/","Ethical Supermarkets","https://thegoodshoppingguide.com/subject/supermarkets/","Tesco","54"
"1593890575-4294","https://thegoodshoppingguide.com/","Ethical Electricity Suppliers","https://thegoodshoppingguide.com/subject/electricity-suppliers/","SSE","70"
"1593890551-4075","https://thegoodshoppingguide.com/","Ethical Cat & Dog Food","https://thegoodshoppingguide.com/subject/cat-dog-food/","Goood (Netherlands)","91"
"1593890570-4233","https://thegoodshoppingguide.com/","Ethical Shoes & Trainers","https://thegoodshoppingguide.com/subject/shoes-trainers/","Hush Puppies","61"
"1593890501-3734","https://thegoodshoppingguide.com/","Ethical Pain Remedies","https://thegoodshoppingguide.com/subject/pain-remedies/","Codis","42"
"1593890435-3140","https://thegoodshoppingguide.com/","Ethical PC's, Laptops and Tablets","https://thegoodshoppingguide.com/subject/pcs-laptops-and-tablets/","Tiny Green PC","75"
"1593890448-3232","https://thegoodshoppingguide.com/","Ethical Insurance","https://thegoodshoppingguide.com/subject/ethical-insurance/","Elephant","66"
"1593890455-3291","https://thegoodshoppingguide.com/","Ethical Washing Machines","https://thegoodshoppingguide.com/subject/washing-machines/","Zanussi","95"
"1593890497-3716","https://thegoodshoppingguide.com/","Ethical Shampoo & Conditioner","https://thegoodshoppingguide.com/subject/shampoo-conditioner/","Aussie","42"
"1593890433-3124","https://thegoodshoppingguide.com/","Ethical Printers","https://thegoodshoppingguide.com/subject/printers/","Kyocera Mita","95"
