Date,Description,ISIN,Industry,Rating Type,Rating to,Outlook,Rating From,Outlook2,
03 July 2014,Tenaris,LU0156801721,Iron & Steel,Corporate Rating,E+,Stable,,,
03 July 2014,Telecom Italia,IT0003497168,Telecom,Corporate Rating,EE-,Under monitoring,EE-,Stable,
03 July 2014,STMicroelectronics,NL0000226223,Semiconductors,Corporate Rating,EE,Stable,,,
03 July 2014,Snam Rete Gas,IT0003153415,Utilities,Corporate Rating,EE-,Stable,,,
03 July 2014,Salvatore Ferragamo,IT0004712375,Apparel & Textile Products,Corporate Rating,E,Stable,,,
03 July 2014,Saipem,IT0005252140,Oil, Gas & Coal,Corporate Rating,EE,Negative,EE,Negative
03 July 2014,Prysmian,IT0004176001,Manufactured Goods,Corporate Rating,EE,Positive,EE,Positive,
03 July 2014,Moncler,IT0004965148,Retail,Corporate Rating,PENDING,,,,
03 July 2014,Banca Mediolanum,IT0004776628,Banking,Corporate Rating,E-,Stable,,,
03 July 2014,Mediobanca,IT0000062957,Banking,Corporate Rating,E+,Stable,,,
03 July 2014,Mediaset,IT0001063210,Media,Corporate Rating,E-,Stable,,,
03 July 2014,Luxottica,IT0001479374,Retail,Corporate Rating,EE-,Stable,,,
03 July 2014,Intesa San Paolo,IT0000072618,Banking,Corporate Rating,EE-,Positive,,,
03 July 2014,Gtech,IT0003990402,Gaming, Lodging & Restaurants,Corporate Rating,E-,Stable,,
03 July 2014,Generali,IT0000062072,Insurance,Corporate Rating,EE,Stable,,,
03 July 2014,Exor,NL0012059018,Asset Management,Corporate Rating,E,Stable,,,
03 July 2014,ENI,IT0003132476,Oil, Gas & Coal,Corporate Rating,EEE-,Stable,,
03 July 2014,Enel Green Power,IT0004618465,Utilities,Corporate Rating,EE,Stable,,,
03 July 2014,Enel,IT0003128367,Utilities,Corporate Rating,EE+,Stable,,,
03 July 2014,CNH Industrial,NL0010545661,Machinery,Corporate Rating,E,Stable,E+,Stable,
03 July 2014,Campari,IT0005252207,Consumer Products,Corporate Rating,EE-,Stable,,,
03 July 2014,Buzzi Unicem,IT0001347308,Construction Materials,Corporate Rating,E,Positive,,,
03 July 2014,Banco Popolare,IT0005002883,Banking,Corporate Rating,EE,Under monitoring,,,
03 July 2014,Banca Popolare Milano,IT0000064482,Banking,Corporate Rating,EE-,Stable,,,
03 July 2014,Banca Popolare Emilia Romagna,IT0000066123,Banking,Corporate Rating,EE,Under monitoring,,,
03 July 2014,Banca MPS,IT0005092165,Banking,Corporate Rating,EE-,Under monitoring,EE-,Under monitoring,
03 July 2014,Azimut Holding,IT0003261697,Asset Management,Corporate Rating,EE,Stable,,,
03 July 2014,Autogrill,IT0001137345,Gaming, Lodging & Restaurants,Corporate Rating,E,Stable,,
03 July 2014,Atlantia,IT0003506190,Engineering & Construction Svcs,Corporate Rating,E,Stable,,,
03 July 2014,A2A,IT0001233417,Utilities,Corporate Rating,EE-,Stable,EE-,Negative,
04 April 2014,Banca MPS,IT0005092165,Banking,Corporate Rating,EE-,Under monitoring,EE-,Stable,
30 January 2014,FCA,NL0010877643,Automotive,Corporate Rating,E,Stable,E+,Stable,
18 December 2013,Finmeccanica,IT0003856405,Aerospace & Defence,Corporate Rating,EE-,Positive,PENDING,,
16 December 2013,Saipem,IT0005252140,Oil, Gas & Coal,Corporate Rating,EE,Negative,EE+,Under monitoring
04 November 2013,Pirelli & C.,IT0004623051,Automotive,Corporate Rating,E+,Positive,,,
19 March 2013,DiaSorin,IT0003492391,Medical Equipment & Devices,Corporate Rating,EE-,Stable,,,
19 March 2013,Finmeccanica,IT0003856405,Aerospace & Defence,Corporate Rating,PENDING,,,,
19 March 2013,A2A,IT0001233417,Utilities,Corporate Rating,EE-,Negative,,,
19 March 2013,CNH Industrial,NL0010545661,Machinery,Corporate Rating,E+,Stable,,,
19 March 2013,FCA,NL0010877643,Automotive,Corporate Rating,E+,Stable,,,
19 March 2013,Saipem,IT0005252140,Oil, Gas & Coal,Corporate Rating,EE+,Under monitoring,,
19 March 2013,Prysmian,IT0004176001,Manufactured Goods,Corporate Rating,EE,Positive,EE,Stable,
